0.000000000000000000e+00,0.000000000000000000e+00
2.083333333333333218e-02,1.482192044508993786e+04
4.166666666666666435e-02,1.481470255554920368e+04
6.250000000000000000e-02,1.480759458652475951e+04
8.333333333333332871e-02,1.480059029398495477e+04
1.041666666666666574e-01,1.479368528481162866e+04
1.250000000000000000e-01,1.478687682861457142e+04
1.458333333333333148e-01,1.478016363851574715e+04
1.666666666666666574e-01,1.477354563557167421e+04
1.875000000000000000e-01,1.476702371010637580e+04
2.083333333333333148e-01,1.476059949127998698e+04
2.291666666666666574e-01,1.475427513390931563e+04
2.500000000000000000e-01,1.474805312907316693e+04
2.708333333333333148e-01,1.474193614254899876e+04
2.916666666666666297e-01,1.473592688278933201e+04
3.125000000000000000e-01,1.473002799807724659e+04
3.333333333333333148e-01,1.472424200079022194e+04
3.541666666666666297e-01,1.471857121540632215e+04
3.750000000000000000e-01,1.471301774603305239e+04
3.958333333333333148e-01,1.470758345882642607e+04
4.166666666666666297e-01,1.470226997468332411e+04
4.375000000000000000e-01,1.469707866802439821e+04
4.583333333333333148e-01,1.469201066836190148e+04
4.791666666666666297e-01,1.468706686270523278e+04
5.000000000000000000e-01,1.468224789841624806e+04
5.208333333333332593e-01,1.467755418624105732e+04
5.416666666666666297e-01,1.467298589917018035e+04
5.625000000000000000e-01,1.466854295793111669e+04
5.833333333333332593e-01,1.466422499948998302e+04
6.041666666666666297e-01,1.466003133692044867e+04
6.250000000000000000e-01,1.465596092118621164e+04
6.458333333333332593e-01,1.465201230980323089e+04
6.666666666666666297e-01,1.464818364357655446e+04
6.875000000000000000e-01,1.464447263184073017e+04
7.083333333333332593e-01,1.464087654677622777e+04
7.291666666666666297e-01,1.463739222741543199e+04
7.500000000000000000e-01,1.463401609374947293e+04
7.708333333333332593e-01,1.463074417098700360e+04
7.916666666666666297e-01,1.462757212358837569e+04
8.125000000000000000e-01,1.462449529826831713e+04
8.333333333333332593e-01,1.462150877477139511e+04
8.541666666666666297e-01,1.461860742290456619e+04
8.750000000000000000e-01,1.461578596407800069e+04
8.958333333333332593e-01,1.461303903543168417e+04
9.166666666666666297e-01,1.461036125373974937e+04
9.375000000000000000e-01,1.460774727927999629e+04
9.583333333333332593e-01,1.460519187788522686e+04
9.791666666666666297e-01,1.460268997726077941e+04
1.000000000000000000e+00,1.460023671743427985e+04
1.020833333333333259e+00,1.459782749439798863e+04
1.041666666666666519e+00,1.459545799624786378e+04
1.062500000000000000e+00,1.459312423142962143e+04
1.083333333333333259e+00,1.459082254899438340e+04
1.104166666666666519e+00,1.458854965103225186e+04
1.125000000000000000e+00,1.458630259768232645e+04
1.145833333333333259e+00,1.458407880530543116e+04
1.166666666666666519e+00,1.458187603854773624e+04
1.187500000000000000e+00,1.457969239711893897e+04
1.208333333333333259e+00,1.457752629815978071e+04
1.229166666666666519e+00,1.457537645508360220e+04
1.250000000000000000e+00,1.457324185375203524e+04
1.270833333333333259e+00,1.457112172679137802e+04
1.291666666666666519e+00,1.456901552678170265e+04
1.312500000000000000e+00,1.456692289896170041e+04
1.333333333333333259e+00,1.456484365399662784e+04
1.354166666666666519e+00,1.456277774125967335e+04
1.375000000000000000e+00,1.456072522298417607e+04
1.395833333333333259e+00,1.455868624956015265e+04
1.416666666666666519e+00,1.455666103617480621e+04
1.437500000000000000e+00,1.455464984093663952e+04
1.458333333333333259e+00,1.455265294457535492e+04
1.479166666666666519e+00,1.455067063177543241e+04
1.500000000000000000e+00,1.454870317417825936e+04
1.520833333333333259e+00,1.454675081507447612e+04
1.541666666666666519e+00,1.454481375580202439e+04
1.562500000000000000e+00,1.454289214386416643e+04
1.583333333333333259e+00,1.454098606278290390e+04
1.604166666666666519e+00,1.453909552370462916e+04
1.625000000000000000e+00,1.453722045877429628e+04
1.645833333333333259e+00,1.453536071629102662e+04
1.666666666666666519e+00,1.453351605765039494e+04
1.687500000000000000e+00,1.453168615606644016e+04
1.708333333333333259e+00,1.452987059704981220e+04
1.729166666666666519e+00,1.452806888059769335e+04
1.750000000000000000e+00,1.452628042502751487e+04
1.770833333333333259e+00,1.452450457236025613e+04
1.791666666666666519e+00,1.452274059513274915e+04
1.812500000000000000e+00,1.452098770449230142e+04
1.833333333333333259e+00,1.451924505940278323e+04
1.854166666666666519e+00,1.451751177677065425e+04
1.875000000000000000e+00,1.451578694228263339e+04
1.895833333333333259e+00,1.451406962173519787e+04
1.916666666666666519e+00,1.451235887263025506e+04
1.937500000000000000e+00,1.451065375581110857e+04
1.958333333333333259e+00,1.450895334691872267e+04
1.979166666666666519e+00,1.450725674745952711e+04
2.000000000000000000e+00,1.450556309529252394e+04
2.020833333333333037e+00,1.450387157436388952e+04
2.041666666666666519e+00,1.450218142354157681e+04
2.062500000000000000e+00,1.450049194442903536e+04
2.083333333333333037e+00,1.449880250806520780e+04
2.104166666666666519e+00,1.449711256044686525e+04
2.125000000000000000e+00,1.449542162683756032e+04
2.145833333333333037e+00,1.449372931485466688e+04
2.166666666666666519e+00,1.449203531635133186e+04
2.187500000000000000e+00,1.449033940813282970e+04
2.208333333333333037e+00,1.448864145156691302e+04
2.229166666666666519e+00,1.448694139116436054e+04
2.250000000000000000e+00,1.448523925221955869e+04
2.270833333333333037e+00,1.448353513761116483e+04
2.291666666666666519e+00,1.448182922386990685e+04
2.312500000000000000e+00,1.448012175662484151e+04
2.333333333333333037e+00,1.447841304554075396e+04
2.354166666666666519e+00,1.447670345885853749e+04
2.375000000000000000e+00,1.447499341764767451e+04
2.395833333333333037e+00,1.447328338987513416e+04
2.416666666666666519e+00,1.447157388438958878e+04
2.437500000000000000e+00,1.446986544491270251e+04
2.458333333333333037e+00,1.446815864412207520e+04
2.479166666666666519e+00,1.446645407790228273e+04
2.500000000000000000e+00,1.446475235983244420e+04
2.520833333333333037e+00,1.446305411597019338e+04
2.541666666666666519e+00,1.446135997998402308e+04
2.562500000000000000e+00,1.445967058867743617e+04
2.583333333333333037e+00,1.445798657794056999e+04
2.604166666666666519e+00,1.445630857915704473e+04
2.625000000000000000e+00,1.445463721608620108e+04
2.645833333333333037e+00,1.445297310223347449e+04
2.666666666666666519e+00,1.445131683871470887e+04
2.687500000000000000e+00,1.444966901261316889e+04
2.708333333333333037e+00,1.444803019582165871e+04
2.729166666666666519e+00,1.444640094435584615e+04
2.750000000000000000e+00,1.444478179811912560e+04
2.770833333333333037e+00,1.444317328109403388e+04
2.791666666666666519e+00,1.444157590193019860e+04
2.812500000000000000e+00,1.443999015489465455e+04
2.833333333333333037e+00,1.443841652114649696e+04
2.854166666666666519e+00,1.443685547029481313e+04
2.875000000000000000e+00,1.443530746219654247e+04
2.895833333333333037e+00,1.443377294894925944e+04
2.916666666666666519e+00,1.443225237703303355e+04
2.937500000000000000e+00,1.443074618955541519e+04
2.958333333333333037e+00,1.442925482855450900e+04
2.979166666666666519e+00,1.442777873731613727e+04
3.000000000000000000e+00,1.442631836266363462e+04
3.020833333333333037e+00,1.442487415718123157e+04
3.041666666666666519e+00,1.442344658133546909e+04
3.062500000000000000e+00,1.442203610546279378e+04
3.083333333333333037e+00,1.442064321159561223e+04
3.104166666666666519e+00,1.441926839510346690e+04
3.125000000000000000e+00,1.441791216613070355e+04
3.145833333333333037e+00,1.441657505081651470e+04
3.166666666666666519e+00,1.441525759228796596e+04
3.187500000000000000e+00,1.441396035142111577e+04
3.208333333333333037e+00,1.441268390736969377e+04
3.229166666666666519e+00,1.441142885786477564e+04
3.250000000000000000e+00,1.441019581929281048e+04
3.270833333333333037e+00,1.440898542656249629e+04
3.291666666666666519e+00,1.440779833277411308e+04
3.312500000000000000e+00,1.440663520870733919e+04
3.333333333333333037e+00,1.440549674214576953e+04
3.354166666666666519e+00,1.440438363705774464e+04
3.375000000000000000e+00,1.440329661265448158e+04
3.395833333333333037e+00,1.440223640234707273e+04
3.416666666666666519e+00,1.440120375262442394e+04
3.437500000000000000e+00,1.440019942187388006e+04
3.458333333333333037e+00,1.439922417916613631e+04
3.479166666666666519e+00,1.439827880302516860e+04
3.500000000000000000e+00,1.439736408020291856e+04
3.520833333333333037e+00,1.439648080447735992e+04
3.541666666666666519e+00,1.439562977549085554e+04
3.562500000000000000e+00,1.439481179764444823e+04
3.583333333333333037e+00,1.439402767906165172e+04
3.604166666666666519e+00,1.439327823063375035e+04
3.625000000000000000e+00,1.439256426515651401e+04
3.645833333333333037e+00,1.439188659656641539e+04
3.666666666666666519e+00,1.439124603928242868e+04
3.687500000000000000e+00,1.439064340765774250e+04
3.708333333333333037e+00,1.439007951554357714e+04
3.729166666666666519e+00,1.438955517596589561e+04
3.750000000000000000e+00,1.438907120091368779e+04
3.770833333333333037e+00,1.438862840123636124e+04
3.791666666666666519e+00,1.438822758664598587e+04
3.812500000000000000e+00,1.438786956581900449e+04
3.833333333333333037e+00,1.438755514659092660e+04
3.854166666666666519e+00,1.438728513623633989e+04
3.875000000000000000e+00,1.438706034182600342e+04
3.895833333333333037e+00,1.438688157065192718e+04
3.916666666666666519e+00,1.438674963071110687e+04
3.937500000000000000e+00,1.438666533123802219e+04
3.958333333333333037e+00,1.438662948327615595e+04
3.979166666666666519e+00,1.438664290027865354e+04
4.000000000000000000e+00,1.438670639872851461e+04
4.020833333333333037e+00,1.438682079876896023e+04
4.041666666666666075e+00,1.438698692487092194e+04
4.062500000000000000e+00,1.438720560653269058e+04
4.083333333333333037e+00,1.438747767881003529e+04
4.104166666666666075e+00,1.438780398288525976e+04
4.125000000000000000e+00,1.438818536662710903e+04
4.145833333333333037e+00,1.438862268511848015e+04
4.166666666666666075e+00,1.438911680114781848e+04
