0.000000000000000000e+00,-1.515940409683426333e+04
2.083333333333333218e-02,4.004327912510219176e+04
4.166666666666666435e-02,4.001166893763747066e+04
6.250000000000000000e-02,3.998100088490916824e+04
8.333333333333332871e-02,3.995128054790868919e+04
1.041666666666666574e-01,3.992250986136814026e+04
1.250000000000000000e-01,3.989468678978224489e+04
1.458333333333333148e-01,3.986780502282554517e+04
1.666666666666666574e-01,3.984185372836805618e+04
1.875000000000000000e-01,3.981681739522384305e+04
2.083333333333333148e-01,3.979267578997981764e+04
2.291666666666666574e-01,3.976940404344509443e+04
2.500000000000000000e-01,3.974697287311450054e+04
2.708333333333333148e-01,3.972534893917206500e+04
2.916666666666666297e-01,3.970449532350605296e+04
3.125000000000000000e-01,3.968437211438608938e+04
3.333333333333333148e-01,3.966493707416448888e+04
3.541666666666666297e-01,3.964614636378396244e+04
3.750000000000000000e-01,3.962795529605868796e+04
3.958333333333333148e-01,3.961031908960898727e+04
4.166666666666666297e-01,3.959319359687838732e+04
4.375000000000000000e-01,3.957653598276984121e+04
4.583333333333333148e-01,3.956030533517534059e+04
4.791666666666666297e-01,3.954446319527760352e+04
5.000000000000000000e-01,3.952897400336247665e+04
5.208333333333332593e-01,3.951380545956434798e+04
5.416666666666666297e-01,3.949892878726173512e+04
5.625000000000000000e-01,3.948431886801066867e+04
5.833333333333332593e-01,3.946995423274410859e+04
6.041666666666666297e-01,3.945581693860939413e+04
6.250000000000000000e-01,3.944189237455070543e+04
6.458333333333332593e-01,3.942816902143535845e+04
6.666666666666666297e-01,3.941463817877375550e+04
6.875000000000000000e-01,3.940129366691636824e+04
7.083333333333332593e-01,3.938813151414602180e+04
7.291666666666666297e-01,3.937514963841142890e+04
7.500000000000000000e-01,3.936234753285629995e+04
7.708333333333332593e-01,3.934972596302045713e+04
7.916666666666666297e-01,3.933728668194454076e+04
8.125000000000000000e-01,3.932503216763983073e+04
8.333333333333332593e-01,3.931296538566290837e+04
8.541666666666666297e-01,3.930108957797360199e+04
8.750000000000000000e-01,3.928940807793453860e+04
8.958333333333332593e-01,3.927792415040583001e+04
9.166666666666666297e-01,3.926664085827549570e+04
9.375000000000000000e-01,3.925556094537048921e+04
9.583333333333332593e-01,3.924468673342934198e+04
9.791666666666666297e-01,3.923402003944168973e+04
1.000000000000000000e+00,3.922356210676822957e+04
1.020833333333333259e+00,3.921331354791749618e+04
1.041666666666666519e+00,3.920327429753798060e+04
1.062500000000000000e+00,3.919344357466333895e+04
1.083333333333333259e+00,3.918381985370739130e+04
1.104166666666666519e+00,3.917440084410782583e+04
1.125000000000000000e+00,3.916518347883405659e+04
1.145833333333333259e+00,3.915616391218546778e+04
1.166666666666666519e+00,3.914733752740373166e+04
1.187500000000000000e+00,3.913869895460685075e+04
1.208333333333333259e+00,3.913024209943282040e+04
1.229166666666666519e+00,3.912196018257199466e+04
1.250000000000000000e+00,3.911384579009107983e+04
1.270833333333333259e+00,3.910589093413070805e+04
1.291666666666666519e+00,3.909808712321941130e+04
1.312500000000000000e+00,3.909042544111156894e+04
1.333333333333333259e+00,3.908289663275000930e+04
1.354166666666666519e+00,3.907549119569358299e+04
1.375000000000000000e+00,3.906819947514987143e+04
